time,queue_length,active_servers
176.0,1069,5
177.0,1073,5
178.0,1084,3
179.0,1093,3
180.0,1095,2
181.0,1102,2
182.0,1110,3
183.0,1121,3
184.0,1127,3
185.0,1138,3
186.0,1143,4
187.0,1156,4
188.0,1158,5
189.0,1164,5
190.0,1169,5
191.0,1174,5
192.0,1181,4
193.0,1193,3
194.0,1195,4
195.0,1204,4
196.0,1212,4
197.0,1214,4
198.0,1218,4
199.0,1224,4
200.0,1239,2
201.0,1245,4
202.0,1250,4
203.0,1257,4
204.0,1262,5
205.0,1270,5
206.0,1269,5
207.0,1270,5
208.0,1271,5
209.0,1273,5
210.0,1285,4
211.0,1292,5
212.0,1297,4
213.0,1299,4
214.0,1302,4
215.0,1304,4
216.0,1309,3
217.0,1315,4
218.0,1322,4
219.0,1321,5
220.0,1324,5
221.0,1328,5
222.0,1334,5
223.0,1341,4
224.0,1349,4
225.0,1349,5
226.0,1356,4
227.0,1359,5
228.0,1363,4
229.0,1366,4
230.0,1373,4
231.0,1383,4
232.0,1385,4
233.0,1393,4
234.0,1398,5
235.0,1401,5
236.0,1407,5
237.0,1414,5
238.0,1416,4
239.0,1418,5
240.0,1420,5
241.0,1420,5
242.0,1428,5
243.0,1429,5
244.0,1440,5
245.0,1447,5
246.0,1456,5
247.0,1463,3
248.0,1470,3
249.0,1474,4
250.0,1476,4
251.0,1483,4
252.0,1486,5
253.0,1489,5
254.0,1493,4
255.0,1502,4
256.0,1509,4
257.0,1511,4
258.0,1525,4
259.0,1527,4
260.0,1530,4
261.0,1538,4
262.0,1545,3
263.0,1551,3
264.0,1558,3
265.0,1567,2
266.0,1576,3
267.0,1582,4
268.0,1593,4
269.0,1600,4
270.0,1603,4
271.0,1610,4
272.0,1614,4
273.0,1617,4
274.0,1620,5
275.0,1621,5
276.0,1629,5
277.0,1631,5
278.0,1641,4
279.0,1649,4
280.0,1653,4
281.0,1656,4
282.0,1665,3
283.0,1666,5
284.0,1671,5
285.0,1682,5
286.0,1689,5
287.0,1697,4
288.0,1701,5
289.0,1705,5
290.0,1706,5
291.0,1718,4
292.0,1724,5
293.0,1723,5
294.0,1731,5
295.0,1734,5
296.0,1737,5
297.0,1744,5
298.0,1746,5
299.0,1749,4
300.0,1757,3
301.0,1767,5
302.0,1773,5
303.0,1774,5
304.0,1782,4
305.0,1785,4
306.0,1794,3
307.0,1803,4
308.0,1809,4
309.0,1814,4
310.0,1816,4
311.0,1821,4
312.0,1828,4
313.0,1835,5
314.0,1837,5
315.0,1845,5
316.0,1852,5
317.0,1853,5
318.0,1863,5
319.0,1873,4
320.0,1878,4
321.0,1881,5
322.0,1885,4
323.0,1891,4
324.0,1899,5
325.0,1901,5
326.0,1909,4
327.0,1917,4
328.0,1924,4
329.0,1933,4
330.0,1947,2
331.0,1953,3
332.0,1957,4
333.0,1965,4
334.0,1966,5
335.0,1966,5
336.0,1969,5
337.0,1977,4
338.0,1980,4
339.0,1989,5
340.0,1998,4
341.0,2003,4
342.0,2008,5
343.0,2011,4
344.0,2014,4
345.0,2018,4
346.0,2026,4
347.0,2034,4
348.0,2043,4
349.0,2050,4
350.0,2056,4
351.0,2059,5
352.0,2059,5
353.0,2072,2
354.0,2081,3
355.0,2089,5
356.0,2094,4
357.0,2099,4
358.0,2110,4
359.0,2123,4
360.0,2125,5
361.0,2134,5
362.0,2142,5
363.0,2144,5
364.0,2158,4
365.0,2160,5
366.0,2170,5
367.0,2179,4
368.0,2191,4
369.0,2195,4
370.0,2198,4
371.0,2203,4
372.0,2203,4
373.0,2211,3
374.0,2216,3
375.0,2225,5
376.0,2227,5
377.0,2236,5
378.0,2245,5
379.0,2257,5
380.0,2266,5
381.0,2271,5
382.0,2279,5
383.0,2283,5
384.0,2285,5
385.0,2288,5
386.0,2291,5
387.0,2288,5
388.0,2295,4
389.0,2304,4
390.0,2308,5
391.0,2320,5
392.0,2326,5
393.0,2337,5
394.0,2343,5
395.0,2347,4
396.0,2351,4
397.0,2362,4
398.0,2368,4
399.0,2378,3
400.0,2387,4
401.0,2390,5
402.0,2398,4
403.0,2402,5
404.0,2408,5
405.0,2408,5
406.0,2412,5
407.0,2419,5
408.0,2420,5
409.0,2427,5
410.0,2437,5
411.0,2442,5
412.0,2450,5
413.0,2457,5
414.0,2462,4
415.0,2471,4
416.0,2478,5
417.0,2484,5
418.0,2493,5
419.0,2503,4
420.0,2508,4
421.0,2518,4
422.0,2525,4
423.0,2531,5
424.0,2539,5
425.0,2547,5
426.0,2560,5
427.0,2568,5
428.0,2571,5
429.0,2570,5
430.0,2573,5
431.0,2582,4
432.0,2591,4
433.0,2597,4
434.0,2605,5
435.0,2609,5
436.0,2618,4
437.0,2619,4
438.0,2626,4
439.0,2638,5
440.0,2642,5
441.0,2646,5
442.0,2656,5
443.0,2658,5
444.0,2664,5
445.0,2675,4
446.0,2691,4
447.0,2700,4
448.0,2702,4
449.0,2713,4
450.0,2723,4
451.0,2724,4
452.0,2731,5
453.0,2733,5
454.0,2736,3
455.0,2741,4
456.0,2744,5
457.0,2748,5
458.0,2756,4
459.0,2765,4
460.0,2771,4
461.0,2773,4
462.0,2780,4
463.0,2787,4
464.0,2793,4
465.0,2793,5
466.0,2799,4
467.0,2805,5
468.0,2814,5
469.0,2815,5
470.0,2821,5
471.0,2824,5
472.0,2830,5
473.0,2834,5
474.0,2839,5
475.0,2839,5
476.0,2841,5
477.0,2852,4
478.0,2855,4
479.0,2861,5
480.0,2866,5
481.0,2872,3
482.0,2874,3
483.0,2877,4
484.0,2885,4
485.0,2888,5
486.0,2898,5
487.0,2902,5
488.0,2909,4
489.0,2920,4
490.0,2924,4
491.0,2934,5
492.0,2940,5
493.0,2949,4
494.0,2950,5
495.0,2969,3
496.0,2979,4
497.0,2984,4
498.0,2989,4
499.0,2991,4
500.0,3007,4
501.0,3013,5
502.0,3022,5
503.0,3036,5
504.0,3038,5
505.0,3039,5
506.0,3044,5
507.0,3050,4
508.0,3057,4
509.0,3059,4
510.0,3071,2
511.0,3075,3
512.0,3080,4
513.0,3077,5
514.0,3081,5
515.0,3078,5
516.0,3084,5
517.0,3089,5
518.0,3094,5
519.0,3096,5
520.0,3099,5
521.0,3101,5
522.0,3117,4
523.0,3124,5
524.0,3133,5
525.0,3140,4
526.0,3151,4
527.0,3159,4
528.0,3162,4
529.0,3167,4
530.0,3170,4
531.0,3176,5
532.0,3185,5
533.0,3189,5
534.0,3199,4
535.0,3208,4
536.0,3214,4
537.0,3219,4
538.0,3225,4
539.0,3231,4
540.0,3234,4
541.0,3236,5
542.0,3244,5
543.0,3252,4
544.0,3258,4
545.0,3265,4
546.0,3271,4
547.0,3278,4
548.0,3284,5
549.0,3292,5
550.0,3304,5
551.0,3306,5
552.0,3310,5
553.0,3315,5
554.0,3319,5
555.0,3328,5
556.0,3333,4
557.0,3341,4
558.0,3349,3
559.0,3354,3
560.0,3358,3
561.0,3366,4
562.0,3372,5
563.0,3386,5
564.0,3394,5
565.0,3406,5
566.0,3412,3
567.0,3420,4
568.0,3424,4
569.0,3433,5
570.0,3443,4
571.0,3452,4
572.0,3459,4
573.0,3467,4
574.0,3473,3
575.0,3480,4
576.0,3484,4
577.0,3491,4
578.0,3499,5
579.0,3504,5
580.0,3507,4
581.0,3517,3
582.0,3521,4
583.0,3525,4
584.0,3528,4
585.0,3531,3
586.0,3533,5
587.0,3543,5
588.0,3548,5
589.0,3552,5
590.0,3557,5
591.0,3562,5
592.0,3566,4
593.0,3568,4
594.0,3578,4
595.0,3590,4
596.0,3599,2
597.0,3606,3
598.0,3614,3
599.0,3617,3
600.0,3619,4
601.0,3625,3
602.0,3631,4
603.0,3636,5
604.0,3642,5
605.0,3652,5
606.0,3656,5
607.0,3668,3
608.0,3669,4
609.0,3677,4
610.0,3679,4
611.0,3689,5
612.0,3697,5
613.0,3699,5
614.0,3703,5
615.0,3708,5
616.0,3721,5
617.0,3728,3
618.0,3733,4
619.0,3740,4
620.0,3746,5
621.0,3750,4
622.0,3760,4
623.0,3762,4
624.0,3766,4
625.0,3776,3
626.0,3785,4
627.0,3789,4
628.0,3795,5
629.0,3799,5
630.0,3803,5
631.0,3813,4
632.0,3821,5
633.0,3825,5
634.0,3834,5
635.0,3841,4
636.0,3854,5
637.0,3854,5
638.0,3858,5
639.0,3861,4
640.0,3865,3
641.0,3874,3
642.0,3882,2
643.0,3891,2
644.0,3902,2
645.0,3910,4
646.0,3916,4
647.0,3922,5
648.0,3923,4
649.0,3924,5
650.0,3929,5
651.0,3927,5
652.0,3934,5
653.0,3934,5
654.0,3946,5
655.0,3950,5
656.0,3953,5
657.0,3960,5
658.0,3961,5
659.0,3964,5
660.0,3967,5
661.0,3973,5
662.0,3975,5
663.0,3981,5
664.0,3991,3
665.0,4001,3
666.0,4008,4
667.0,4019,3
668.0,4021,4
669.0,4036,3
670.0,4040,5
671.0,4044,5
672.0,4057,4
673.0,4062,3
674.0,4072,4
675.0,4078,3
676.0,4090,3
677.0,4102,2
678.0,4113,2
679.0,4116,3
680.0,4118,4
681.0,4129,3
682.0,4135,4
683.0,4143,4
684.0,4149,5
685.0,4152,5
686.0,4158,5
687.0,4159,5
688.0,4161,4
689.0,4171,4
690.0,4177,4
691.0,4185,4
692.0,4190,4
693.0,4195,5
694.0,4205,4
695.0,4212,5
696.0,4225,5
697.0,4229,5
698.0,4232,5
699.0,4236,5
700.0,4245,5
701.0,4250,5
702.0,4259,4
703.0,4267,4
704.0,4276,4
705.0,4283,4
706.0,4290,4
707.0,4297,4
708.0,4304,4
709.0,4308,5
710.0,4315,5
711.0,4314,5
712.0,4323,5
713.0,4327,5
714.0,4332,4
715.0,4335,3
716.0,4342,4
717.0,4350,4
718.0,4357,4
719.0,4359,4
720.0,4371,3
721.0,4379,4
722.0,4384,3
723.0,4388,4
724.0,4393,4
725.0,4396,4
726.0,4398,5
727.0,4403,5
728.0,4406,5
729.0,4414,5
730.0,4419,5
731.0,4427,5
732.0,4434,5
733.0,4446,5
734.0,4444,5
735.0,4447,5
736.0,4458,5
737.0,4461,5
738.0,4466,5
739.0,4465,5
740.0,4477,4
741.0,4482,5
742.0,4497,4
743.0,4509,4
744.0,4514,4
745.0,4518,4
746.0,4520,5
747.0,4527,5
748.0,4527,5
749.0,4531,4
750.0,4541,4
751.0,4546,5
752.0,4551,5
753.0,4556,5
754.0,4562,5
755.0,4568,5
756.0,4567,5
757.0,4575,5
758.0,4577,5
759.0,4578,5
760.0,4586,5
761.0,4588,5
762.0,4593,5
763.0,4598,5
764.0,4600,4
765.0,4609,4
766.0,4612,4
767.0,4616,4
768.0,4623,4
769.0,4631,5
770.0,4641,5
771.0,4642,5
772.0,4650,5
773.0,4651,5
774.0,4655,4
775.0,4662,5
776.0,4666,5
777.0,4666,5
778.0,4674,5
779.0,4690,5
780.0,4697,5
781.0,4708,4
782.0,4709,5
783.0,4717,4
784.0,4719,5
785.0,4728,5
786.0,4736,5
787.0,4741,5
788.0,4746,5
789.0,4751,5
790.0,4754,5
791.0,4754,5
792.0,4755,5
793.0,4759,5
794.0,4767,4
795.0,4771,4
796.0,4779,4
797.0,4787,5
798.0,4796,4
799.0,4800,4
800.0,4809,4
801.0,4815,3
802.0,4824,4
803.0,4831,5
804.0,4833,4
805.0,4841,3
806.0,4847,4
807.0,4864,4
808.0,4868,5
809.0,4872,5
810.0,4876,5
811.0,4883,5
812.0,4892,5
813.0,4901,5
814.0,4908,5
815.0,4910,4
816.0,4913,5
817.0,4918,5
818.0,4925,5
819.0,4932,5
820.0,4945,4
821.0,4945,4
822.0,4956,3
823.0,4968,3
824.0,4978,2
825.0,4989,3
826.0,4995,4
827.0,5001,3
828.0,5012,3
829.0,5023,4
830.0,5029,5
831.0,5037,4
832.0,5041,4
833.0,5042,4
834.0,5047,5
835.0,5059,5
836.0,5066,5
837.0,5072,5
838.0,5076,4
839.0,5085,3
840.0,5088,3
841.0,5094,5
842.0,5102,5
843.0,5105,5
844.0,5107,5
845.0,5107,5
846.0,5115,5
847.0,5120,5
848.0,5131,5
849.0,5133,4
850.0,5134,4
851.0,5139,5
852.0,5144,5
853.0,5148,5
854.0,5152,5
855.0,5162,5
856.0,5168,5
857.0,5178,5
858.0,5186,4
859.0,5189,5
860.0,5195,5
861.0,5197,4
862.0,5203,4
863.0,5205,5
864.0,5213,5
865.0,5212,5
866.0,5225,4
867.0,5235,3
868.0,5242,4
869.0,5252,4
870.0,5263,4
871.0,5268,5
872.0,5273,4
873.0,5281,4
874.0,5283,4
875.0,5287,4
876.0,5295,4
877.0,5303,4
878.0,5311,4
879.0,5314,5
880.0,5318,5
881.0,5328,5
882.0,5331,5
883.0,5335,5
884.0,5342,5
885.0,5346,5
886.0,5351,5
887.0,5363,4
888.0,5365,4
889.0,5373,4
890.0,5377,4
891.0,5382,4
892.0,5390,4
893.0,5394,5
894.0,5401,5
895.0,5406,5
896.0,5412,4
897.0,5414,4
898.0,5423,4
899.0,5428,4
900.0,5432,4
901.0,5439,4
902.0,5453,4
903.0,5457,5
904.0,5462,5
905.0,5467,5
906.0,5473,4
907.0,5476,4
908.0,5483,4
909.0,5490,4
910.0,5495,4
911.0,5500,5
912.0,5506,5
913.0,5512,5
914.0,5518,4
915.0,5524,4
916.0,5534,5
917.0,5541,4
918.0,5542,5
919.0,5543,5
920.0,5546,5
921.0,5557,5
922.0,5562,5
923.0,5568,5
924.0,5571,5
925.0,5581,4
926.0,5589,3
927.0,5599,3
928.0,5603,3
929.0,5614,3
930.0,5620,3
931.0,5628,4
932.0,5635,5
933.0,5642,3
934.0,5652,3
935.0,5657,3
936.0,5666,3
937.0,5673,4
938.0,5682,5
939.0,5682,5
940.0,5681,5
941.0,5688,4
942.0,5691,5
943.0,5696,5
944.0,5695,5
945.0,5693,5
946.0,5697,5
947.0,5699,5
948.0,5705,4
949.0,5709,4
950.0,5712,4
951.0,5716,5
952.0,5721,3
953.0,5726,5
954.0,5732,5
955.0,5734,5
956.0,5739,5
957.0,5741,5
958.0,5744,5
959.0,5747,5
960.0,5753,5
961.0,5760,5
962.0,5759,5
963.0,5766,5
964.0,5775,5
965.0,5777,5
966.0,5780,5
967.0,5784,5
968.0,5793,5
969.0,5797,5
970.0,5799,4
971.0,5806,4
972.0,5813,4
973.0,5821,4
974.0,5833,5
975.0,5836,5
976.0,5844,5
977.0,5842,5
978.0,5854,5
979.0,5859,5
980.0,5863,4
981.0,5868,4
982.0,5877,4
983.0,5880,5
984.0,5886,5
985.0,5888,5
986.0,5896,4
987.0,5899,4
988.0,5906,5
989.0,5912,5
990.0,5920,5
991.0,5932,4
992.0,5937,4
993.0,5938,5
994.0,5942,5
995.0,5946,5
996.0,5949,5
997.0,5954,5
998.0,5959,5
999.0,5972,5
1000.0,5979,5
