time,queue_length,active_servers
1.0,7,5
2.0,10,4
3.0,17,4
4.0,26,5
5.0,30,4
6.0,34,4
7.0,38,5
8.0,44,5
9.0,47,5
10.0,52,5
11.0,58,4
12.0,65,4
13.0,72,4
14.0,77,4
15.0,85,4
16.0,87,4
17.0,91,4
18.0,95,4
19.0,100,5
20.0,102,4
21.0,102,4
22.0,110,3
23.0,119,4
24.0,125,3
25.0,129,3
26.0,142,2
27.0,153,2
28.0,163,3
29.0,171,3
30.0,184,3
31.0,188,4
32.0,193,4
33.0,201,4
34.0,214,3
35.0,224,4
36.0,232,5
37.0,237,5
38.0,240,5
39.0,250,5
40.0,256,4
41.0,259,4
42.0,262,5
43.0,270,5
44.0,280,5
45.0,283,5
46.0,285,5
47.0,289,5
48.0,290,5
49.0,301,5
50.0,308,4
51.0,323,4
52.0,329,4
53.0,333,4
54.0,339,5
55.0,337,5
56.0,347,5
57.0,348,5
58.0,350,5
59.0,354,5
60.0,360,5
61.0,363,5
62.0,374,3
63.0,384,2
64.0,392,3
65.0,399,5
66.0,411,5
67.0,415,5
68.0,418,5
69.0,428,4
70.0,435,4
71.0,446,4
72.0,450,4
73.0,457,4
74.0,463,5
75.0,463,5
76.0,468,5
77.0,474,5
78.0,481,5
79.0,484,5
80.0,490,5
81.0,496,5
82.0,497,5
83.0,502,4
84.0,511,4
85.0,517,5
86.0,519,5
87.0,522,5
88.0,528,5
89.0,538,5
90.0,541,5
91.0,553,4
92.0,559,2
93.0,573,3
94.0,581,3
95.0,584,4
96.0,595,4
97.0,605,3
98.0,609,5
99.0,616,4
100.0,625,4
101.0,635,5
102.0,639,5
103.0,647,4
104.0,653,4
105.0,657,4
106.0,656,3
107.0,667,3
108.0,668,5
109.0,676,5
110.0,682,5
111.0,689,4
112.0,696,4
113.0,707,3
114.0,714,3
115.0,721,3
116.0,723,4
117.0,729,4
118.0,737,4
119.0,750,4
120.0,757,4
121.0,762,4
122.0,767,5
123.0,765,5
124.0,771,5
125.0,776,5
126.0,777,5
127.0,781,5
128.0,787,5
129.0,793,4
130.0,799,4
131.0,806,4
132.0,819,4
133.0,823,5
134.0,828,5
135.0,839,5
136.0,841,5
137.0,843,4
138.0,843,5
139.0,842,5
140.0,851,5
141.0,859,5
142.0,862,5
143.0,870,5
144.0,875,5
145.0,884,5
146.0,891,5
147.0,896,5
148.0,901,5
149.0,911,5
150.0,923,5
151.0,929,5
152.0,932,5
153.0,932,5
154.0,936,5
155.0,941,4
156.0,943,4
157.0,950,4
158.0,951,4
159.0,959,4
160.0,964,4
161.0,969,4
162.0,978,4
163.0,982,5
164.0,983,5
165.0,981,5
166.0,988,5
167.0,1001,5
168.0,1006,4
169.0,1013,4
170.0,1018,4
171.0,1019,3
172.0,1025,4
173.0,1029,4
174.0,1035,4
175.0,1043,4
176.0,1050,5
177.0,1057,3
178.0,1065,4
179.0,1074,4
180.0,1074,4
181.0,1079,4
182.0,1086,4
183.0,1096,4
184.0,1101,4
185.0,1113,3
186.0,1117,5
187.0,1130,5
